🇭🇰港澳台(主线),#genre#
凤凰香港,https://cdn6.163189.xyz/163189/fhhk
有线新闻,https://cdn.163189.xyz/163189/hoy78
有线综合,https://cdn6.163189.xyz/163189/hoy
有线亚剧,https://cdn2.163189.xyz/163189/hoyjj
无线新闻,https://cdn6.163189.xyz/163189/wxxw
无线翡翠,https://cdn6.163189.xyz/163189/fct
无线翡翠4K,https://cdn6.163189.xyz/163189/fct4k
无线华丽,https://cdn6.163189.xyz/163189/hlfct
无线明珠,https://cdn6.163189.xyz/163189/mzt
无线星河,https://cdn6.163189.xyz/163189/tvbxh
无线功夫,https://cdn6.163189.xyz/163189/yzwx
澳视澳门,https://cdn6.163189.xyz/163189/asam
澳视卫星,https://cdn6.163189.xyz/163189/as
澳门体育,https://cdn6.163189.xyz/163189/amty
澳门综艺,https://cdn6.163189.xyz/163189/amzy
澳门莲花,https://cdn6.163189.xyz/163189/amlh
央视综合,https://cdn6.163189.xyz/163189/cctv1
重温经典,https://cdn6.163189.xyz/163189/cwjd
龙华电影,https://cdn8.163189.xyz/163189/lhdy
龙华经典,https://cdn8.163189.xyz/163189/lhjd
龙华偶像,https://cdn8.163189.xyz/163189/lhox
龙华日韩,https://cdn8.163189.xyz/163189/lhrh
龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
CHU综合,https://cdn6.163189.xyz/163189/chu
CH5综合,https://cdn6.163189.xyz/163189/ch5
CH8综合,https://cdn6.163189.xyz/163189/ch8
八度空间,https://cdn6.163189.xyz/163189/8tv

凤凰电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
星空电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
星空音乐频道,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
星空卫视频道,http://xhyx.gz.cn:1698/hls/35/index.m3u8
星空卫视频道,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
亚洲卫视频道,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
香港卫视频道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港C+_-频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
环球电视频道,http://utv1.hqtvzb.com:9999/hls/world.m3u8
私人影院频道,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
重温经典频道,http://m.061899.xyz/mg/cwjd
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
澳门莲花频道,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳视葡语频道,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯频道,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac频道,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
番薯综合频道,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
非凡新闻频道,rtmp://f13h.mine.nu/sat/tv581
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
tvbs闽南频道,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧频道,http://61.221.215.25:8800/hls/41/index.m3u8
中天娱乐频道,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩频道,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球频道,http://61.221.215.25:8800/hls/57/index.m3u8
纬来育乐频道,rtmp://f13h.mine.nu/sat/tv701
纬来日本频道,rtmp://f13h.mine.nu/sat/tv771
纬来体育频道,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育贰,rtmp://f13h.mine.nu/sat/tv741
momo'tv频道,rtmp://f13h.mine.nu/sat/tv761

🎞️轮播剧场(捐赠5元获取密码)_8657,#genre#
荒野求生其他,http://cfss.cc/cdn/huya/593667.flv
野行者其他,http://cfss.cc/cdn/huya/20072663.flv
跳舞其他,http://cfss.cc/cdn/huya/24634408.flv
茶啊二中动画,http://cfss.cc/cdn/huya/11213191.flv
哆啦A梦动漫,http://cfss.cc/cdn/huya/11601963.flv
航海王动漫,http://cfss.cc/cdn/huya/16913382.flv
七龙珠动漫,http://cfss.cc/cdn/huya/11601966.flv
猫和老鼠动漫,http://cfss.cc/cdn/huya/11352879.flv
中华小当家动漫,http://cfss.cc/cdn/huya/11342413.flv
新水浒传,http://cfss.cc/cdn/huya/11342384.flv
神探狄仁杰第一部,http://cfss.cc/cdn/huya/11352958.flv
神探狄仁杰第三部,http://cfss.cc/cdn/huya/11342425.flv
爱情公寓,http://cfss.cc/cdn/huya/11336726.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
亮剑,http://cfss.cc/cdn/huya/30080238.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
笑傲江湖,http://cfss.cc/cdn/huya/26355790.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
陈情令,http://cfss.cc/cdn/huya/29465862.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
沈腾电影,http://cfss.cc/cdn/huya/11601968.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
强森电影,http://cfss.cc/cdn/huya/21059581.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
笑傲江湖,http://cfss.cc/cdn/huya/26355790.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
陈情令,http://cfss.cc/cdn/huya/29465862.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
楚汉骄雄,http://cfss.cc/cdn/huya/23740156.flv
封神榜,http://cfss.cc/cdn/huya/23749096.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/23735126.flv
天龙八部,http://cfss.cc/cdn/huya/23903123.flv
鹿鼎记,http://cfss.cc/cdn/huya/23865080.flv
寻秦记,http://cfss.cc/cdn/huya/23864973.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
倚天屠龙记,http://cfss.cc/cdn/huya/23734246.flv
笑傲江湖,http://cfss.cc/cdn/huya/23865142.flv
刑事侦缉档案,http://cfss.cc/cdn/huya/23734169.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/23903130.flv
陀枪师姐,http://cfss.cc/cdn/huya/23860039.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/23903196.flv
创世纪,http://cfss.cc/cdn/huya/23749083.flv
妙手仁心,http://cfss.cc/cdn/huya/23829543.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
野蛮亲家,http://cfss.cc/cdn/huya/23863796.flv
笑看风云,http://cfss.cc/cdn/huya/23865058.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
沈腾电影,http://cfss.cc/cdn/huya/11601968.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
强森电影,http://cfss.cc/cdn/huya/21059581.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
笑傲江湖,http://cfss.cc/cdn/huya/26355790.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
庆余年,http://cfss.cc/cdn/huya/11352960.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
家有儿女,http://cfss.cc/cdn/huya/30335591.flv
楚汉骄雄,http://cfss.cc/cdn/huya/23740156.flv
封神榜,http://cfss.cc/cdn/huya/23749096.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/23735126.flv
天龙八部,http://cfss.cc/cdn/huya/23903123.flv
鹿鼎记,http://cfss.cc/cdn/huya/23865080.flv
寻秦记,http://cfss.cc/cdn/huya/23864973.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
倚天屠龙记,http://cfss.cc/cdn/huya/23734246.flv
笑傲江湖,http://cfss.cc/cdn/huya/23865142.flv
刑事侦缉档案,http://cfss.cc/cdn/huya/23734169.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/23903130.flv
陀枪师姐,http://cfss.cc/cdn/huya/23860039.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/23903196.flv
创世纪,http://cfss.cc/cdn/huya/23749083.flv
妙手仁心,http://cfss.cc/cdn/huya/23829543.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
野蛮亲家,http://cfss.cc/cdn/huya/23863796.flv
笑看风云,http://cfss.cc/cdn/huya/23865058.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
喜羊羊与灰太狼,http://cfss.cc/cdn/huya/23865080.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
庆余年,http://cfss.cc/cdn/huya/11352960.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
乌龙闯情关,http://cfss.cc/cdn/huya/26355767.flv
家有儿女,http://cfss.cc/cdn/huya/30335591.flv
永夜星河,http://cfss.cc/cdn/huya/23734169.flv
柳舟计,http://cfss.cc/cdn/huya/23860039.flv
玫瑰的故事,http://cfss.cc/cdn/huya/23865142.flv
梦中的那片海,http://cfss.cc/cdn/huya/26355765.flv
大秦赋,http://cfss.cc/cdn/huya/23903130.flv
唐诡之西行,http://cfss.cc/cdn/huya/26355763.flv
楚汉骄雄,http://cfss.cc/cdn/huya/29465854.flv
封神榜,http://cfss.cc/cdn/huya/29465849.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/29465859.flv
寻秦记,http://cfss.cc/cdn/huya/29465848.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/29465851.flv
陀枪师姐,http://cfss.cc/cdn/huya/29465857.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/29465855.flv
创世纪,http://cfss.cc/cdn/huya/29465852.flv
妙手仁心,http://cfss.cc/cdn/huya/29465853.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
笑看风云,http://cfss.cc/cdn/huya/29465858.flv
创世纪,http://cfss.cc/cdn/huya/23749083.flv
妙手仁心,http://cfss.cc/cdn/huya/23829543.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
野蛮亲家,http://cfss.cc/cdn/huya/23863796.flv
笑看风云,http://cfss.cc/cdn/huya/23865058.flv
哆啦A梦,http://cfss.cc/cdn/huya/11601963.flv
猫和老鼠,http://cfss.cc/cdn/huya/11352879.flv
喜羊羊与灰太狼,http://cfss.cc/cdn/huya/23865080.flv
刘德华电影,http://cfss.cc/cdn/huya/11342424.flv
古天乐电影,http://cfss.cc/cdn/huya/29982675.flv
李连杰电影,http://cfss.cc/cdn/huya/11342390.flv
甄子丹电影,http://cfss.cc/cdn/huya/11352935.flv
狄仁杰系列,http://cfss.cc/cdn/huya/30080229.flv
黄渤电影,http://cfss.cc/cdn/huya/11352876.flv
王晶电影,http://cfss.cc/cdn/huya/11602058.flv
金庸武侠,http://cfss.cc/cdn/huya/11342435.flv
功夫电影,http://cfss.cc/cdn/huya/11352941.flv
贺岁电影,http://cfss.cc/cdn/huya/11601986.flv
雪豹,http://cfss.cc/cdn/huya/29580970.flv
士兵突击,http://cfss.cc/cdn/huya/11342430.flv
神雕侠侣,http://cfss.cc/cdn/huya/11352964.flv
倚天屠龙记,http://cfss.cc/cdn/huya/11342403.flv
铁齿铜牙纪晓岚,http://cfss.cc/cdn/huya/11342396.flv
康熙王朝,http://cfss.cc/cdn/huya/11352940.flv
庆余年,http://cfss.cc/cdn/huya/11352960.flv
鬼吹灯之精绝古城,http://cfss.cc/cdn/huya/11352871.flv
鬼吹灯之怒晴湘西,http://cfss.cc/cdn/huya/11602075.flv
鬼吹灯之龙岭迷窟,http://cfss.cc/cdn/huya/29465863.flv
鬼吹灯之云南虫谷,http://cfss.cc/cdn/huya/11352898.flv
乌龙闯情关,http://cfss.cc/cdn/huya/26355767.flv
家有儿女,http://cfss.cc/cdn/huya/30335591.flv
永夜星河,http://cfss.cc/cdn/huya/23734169.flv
柳舟计,http://cfss.cc/cdn/huya/23860039.flv
玫瑰的故事,http://cfss.cc/cdn/huya/23865142.flv
梦中的那片海,http://cfss.cc/cdn/huya/26355765.flv
大秦赋,http://cfss.cc/cdn/huya/23903130.flv
唐诡之西行,http://cfss.cc/cdn/huya/26355763.flv
楚汉骄雄,http://cfss.cc/cdn/huya/29465854.flv
封神榜,http://cfss.cc/cdn/huya/29465849.flv
西游记1,http://cfss.cc/cdn/huya/23728660.flv
西游记2,http://cfss.cc/cdn/huya/29465859.flv
寻秦记,http://cfss.cc/cdn/huya/29465848.flv
大唐双龙传,http://cfss.cc/cdn/huya/23728674.flv
神雕侠侣,http://cfss.cc/cdn/huya/23865171.flv
射雕英雄传,http://cfss.cc/cdn/huya/23824164.flv
法政先锋,http://cfss.cc/cdn/huya/23863804.flv
洗冤录,http://cfss.cc/cdn/huya/29465851.flv
陀枪师姐,http://cfss.cc/cdn/huya/29465857.flv
使徒行者,http://cfss.cc/cdn/huya/23734256.flv
鉴证实录,http://cfss.cc/cdn/huya/23903183.flv
金枝欲孽,http://cfss.cc/cdn/huya/23865036.flv
扫黄先锋,http://cfss.cc/cdn/huya/29465855.flv
创世纪,http://cfss.cc/cdn/huya/29465852.flv
妙手仁心,http://cfss.cc/cdn/huya/29465853.flv
大时代,http://cfss.cc/cdn/huya/23865161.flv
笑看风云,http://cfss.cc/cdn/huya/29465858.flv

🏀咪咕体育,#genre#
晴彩少年,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011525
晴彩竞技,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011528
晴彩篮球,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011529
晴彩广场舞,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011523
咪咕4K-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005180
咪咕4K-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015686
咪咕CCTV7,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011522
咪视通-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005969
咪视界-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005308
咪视通-3,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000007218
咪视通-4,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008001
咪视通-5,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008176
咪视通-6,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008379
咪视通-7,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010129
咪视通-8,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010948
咪视通-9,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000028638
咪视通-10,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000031494
咪视通-11,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005837
咪视通-12,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011518
咪视通-13,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011519
咪视通-14,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011520
咪视通-15,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011521
咪视通-16,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011522
咪视通-17,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011523
咪视通-18,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011524
咪视通-19,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011525
咪视通-20,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011528
咪视通-21,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011529
咪视通-22,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011530
咪视通-23,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011531
咪视通-24,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000000097
咪视通-25,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002019
咪视通-26,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002809
咪视通-27,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000003915
咪视通-28,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000004193
咪视通-29,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006077
咪视通-30,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006658
咪视通-31,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000009788
咪视通-32,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000010833
咪视通-33,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000011297
咪视通-34,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000011518
咪视通-35,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012558
咪视通-36,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012616
咪视通-37,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015470
咪视通-38,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015560
咪视通-39,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000017678
咪视通-40,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000019839
咪视通-41,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000021904
